患者表現	出現形	標準病名
胸部レントゲン異常あり	胸部異常陰影	胸部異常陰影
胸部不快感	胸部不快感,心窩部不快感,胸部違和感	胸部不快感,心窩部不快
胸部圧痛	胸部圧迫感	胸内苦悶
胸部圧迫感	胸部圧迫感,胸苦	胸内苦悶,胸部不快感
胸部孤立性陰影	胸部異常陰影	胸部異常陰影
胸部左側の痛み	左側胸部痛	側胸部痛
胸部打撲	胸部痛	胸痛
胸部異常影	胸部異常影,胸部陰影	胸部異常陰影
胸部異常映像	胸部異常陰影	胸部異常陰影
胸部異常陰影	胸部異常影,胸部異常陰影	胸部異常陰影
胸部疾患	胸部異常陰影	胸部異常陰影
胸部痛	全胸部痛,胸部圧迫感,胸痛	胸内苦悶,胸痛
胸部痛発作	胸痛発作	胸痛
胸部癌	胸部異常陰影	胸部異常陰影
胸部緊括感	胸部絞扼感	胸部不快感
胸郭圧迫	前胸部圧迫感	胸部不快感
脂肪肝	肝腫大	肝腫大
脂質異常	高LDH血症	
脇腹が痛い	左季肋部痛,右側腹部痛,左側腹部痛,左下腹部痛,側腹部痛,左側胸部痛,右下腹部痛,右側胸部痛	季肋部痛,側腹部痛,下腹痛,臍下部痛,側胸部痛,下腹痛,腸仙痛,胸痛
脇腹が痛む	側腹部痛	側腹部痛
脇腹の痛み	右下腹部痛,側腹部痛	下腹痛,腸仙痛,側腹部痛
脇腹痛	側腹部痛,左側腹部痛,左季肋部痛,左下腹部痛,右季肋部痛	側腹部痛,季肋部痛,下腹痛,臍下部痛
脈	血管雑音	動脈性雑音
脈が1分間に100回以上のとき	頻脈	頻脈症,洞頻脈
脈が1分間に60回以下のとき	徐脈	徐脈
脈が、早い	頻拍	頻拍症
脈がおかしい	徐脈,心電図異常	徐脈,心電図異常
脈がとても遅い	高度徐脈	徐脈
脈がとぶ	徐脈	徐脈
脈がはやい	頻脈	頻脈症,洞頻脈
脈がはやくなる	頻脈性不整脈	頻脈性不整脈
脈がゆっくり	徐脈	徐脈
脈が一定ではない	徐脈性不整脈	徐脈性不整脈
脈が乱れる	徐脈性不整脈,頻脈性不整脈,徐脈	徐脈性不整脈,頻脈性不整脈,徐脈
脈が多い	頻拍,頻脈	頻拍症,頻脈症,洞頻脈
脈が多いタイプの脈拍の乱れ	頻脈性不整脈	頻脈性不整脈
脈が少ない	徐脈	徐脈
脈が弱い	徐脈,洞性徐脈,頻脈	徐脈,洞徐脈,頻脈症,洞頻脈
脈が早い	頻拍,頻脈	頻拍症,頻脈症,洞頻脈
脈が早くなる	頻脈	頻脈症,洞頻脈
脈が激しい	頻拍	頻拍症
脈が異常	高度徐脈	徐脈
脈が良くない	頻脈性不整脈	頻脈性不整脈
脈が速い	頻脈,頻拍,徐脈	頻脈症,洞頻脈,頻拍症,徐脈
脈が速く	頻脈性不整脈	頻脈性不整脈
脈が速くなる	頻拍,頻脈	頻拍症,頻脈症,洞頻脈
脈が速く整っていない	頻脈性不整脈	頻脈性不整脈
脈が遅い	洞性頻脈（どうせいじょうみゃく）,洞性徐脈	洞徐脈
脈が遅くなる	徐脈,洞性徐脈	徐脈,洞徐脈
脈が遅くなる不整脈	徐脈性不整脈	徐脈性不整脈
脈が遅くなる症状	洞性徐脈	洞徐脈
脈が長い	洞性徐脈	洞徐脈
脈が頻繁	頻脈	頻脈症,洞頻脈
脈に異常	洞性頻脈（どうせいじょうみゃく）	
脈の乱れ	徐脈性不整脈,頻脈,動悸発作,徐脈	徐脈性不整脈,頻脈症,洞頻脈,動悸,徐脈
脈の具合がおかしい	洞性頻脈（どうせいじょうみゃく）	
脈の回数がゆっくり	徐脈	徐脈
脈の少ない不整脈	徐脈性不整脈	徐脈性不整脈
脈の異常	洞性徐脈	洞徐脈
脈の異常の一種	徐脈性不整脈	徐脈性不整脈
脈拍がおおいい	頻拍	頻拍症
脈拍がおかしい	高度徐脈,洞性徐脈	徐脈,洞徐脈
脈拍がかなりゆっくりな症状	高度徐脈	徐脈
脈拍が早い状態	頻拍	頻拍症
脈拍が早い症状	頻拍	頻拍症
脈拍の回数が早い	頻脈	頻脈症,洞頻脈
脈拍亢進	頻脈	頻脈症,洞頻脈
脈拍低下	頻脈	頻脈症,洞頻脈
脈拍多い	頻脈	頻脈症,洞頻脈
脈拍数が多い	頻脈	頻脈症,洞頻脈
脈拍数が少ない	徐脈	徐脈
脈拍数が異常に多い状態	頻脈	頻脈症,洞頻脈
脈拍数多い	頻拍	頻拍症
脈数低下	徐脈	徐脈
脊髄の外にできるしこり	髄外腫瘤	腫瘤
脚がだるい	下肢脱力	下肢脱力感
脚がむくむ	下腿浮腫	下腿浮腫
脚が腫れる	下肢浮腫	下肢浮腫
脚が膨張	下腿浮腫	下腿浮腫
脚に力が入らない	下肢脱力	下肢脱力感
脚のできもの	下腿浮腫	下腿浮腫
脚のむくみ	下腿浮腫,下肢浮腫	下腿浮腫,下肢浮腫
脚の痛み	下肢疼痛	疼痛
脚疼痛	下肢疼痛	疼痛
脚脱力	下肢脱力	下肢脱力感
脚部しびれ	下肢浮腫	下肢浮腫
脱力	右上肢脱力,虚脱,筋力低下,脱力,四肢筋力低下,四肢脱力	脱力感,虚脱,筋力低下,脱力感,筋脱力,四肢筋力低下,四肢脱力
脱力感	易疲労感,四肢脱力,脱力感	易疲労感,四肢脱力,脱力感
脱力状態	虚脱	虚脱
脱水症	口渇感	口渇症
脱水症状	口渇,口渇感	口渇症
脱腸	腹部リンパ節腫大	リンパ節腫大
脳が傷ついて言葉が出なくなる	失語症	失語症
脳しんとう	軽度意識障害	意識障害
脳と手足の中継地点を遮断されたように苦々しい	感覚障害	体感異常
脳に異常	頭蓋内病変	頭蓋内占拠性病変
脳の低下	意識レベルの低下	意識障害
脳の病的変化	頭蓋内病変	頭蓋内占拠性病変
脳出血	嚢胞内出血	内出血
脳卒中	血管雑音	動脈性雑音
脳悪性ガス	記憶障害	記憶障害
脳梗塞	呂律障害,失語症	構音障害,失語症
脳溢血	嚢胞内出血	内出血
脳神経障害	失神発作	失神
脳神経麻痺	右上肢脱力	脱力感
脳脊髄液中に蛋白が増加	蛋白細胞解離	髄液蛋白細胞数解離
脳腫瘍	腫瘍性病変,頚部腫瘤	-1,頚部腫瘤
脳震盪	一過性意識障害	一過性意識障害
脳髄液中のタンパク質上昇	蛋白細胞解離	髄液蛋白細胞数解離
脾腫	脾腫	脾腫
脾臓が拡大	脾腫	脾腫
脾臓が腫れている	脾腫	脾腫
脾臓が腫れる	脾腫	脾腫
脾臓が腫大	脾腫	脾腫
脾臓の疾患	脾腫	脾腫
脾臓の腫れ	脾腫	脾腫
脾臓の腫瘍	脾腫	脾腫
脾臓肥大	肝脾腫,脾腫	肝脾腫,脾腫
脾臓腫大	脾腫	脾腫
脾臓腫瘍	脾腫	脾腫
腎不全	両側下腿浮腫,蛋白尿,無尿	下腿浮腫,蛋白尿,無尿
腎機能障害	腎機能異常	腎機能検査異常
腎炎	低補体血症,無尿状態	低補体血症,無尿
腎疾患	低補体血症,血尿	低補体血症,血尿
腎臓がおかしい	腎機能異常	腎機能検査異常
腎臓が働かない	腎機能異常	腎機能検査異常
腎臓が悪い	腎機能異常	腎機能検査異常
腎臓が機能してない	腎機能異常	腎機能検査異常
腎臓が正常に機能しない症状	腎機能異常	腎機能検査異常
腎臓に機能の異常がある	腎機能異常	腎機能検査異常
腎臓の働きの異常	腎機能異常	腎機能検査異常
腎臓の機能が正常でないこと	腎機能異常	腎機能検査異常
腎臓の機能に異常がある	腎機能異常	腎機能検査異常
腎臓の機能に障害が見られる	腎機能異常	腎機能検査異常
腎臓の機能異常	腎機能異常	腎機能検査異常
腎臓劣化	大量腹水	腹水症
腎臓機能が悪い	腎機能異常	腎機能検査異常
腎臓機能の低下	腎機能異常	腎機能検査異常
腎臓機能障害	側腹部痛	側腹部痛
腎臓疾患	肉眼的血尿,無尿	肉眼的血尿,無尿
腎臓病	蛋白尿,黄疸,腎機能異常	蛋白尿,黄疸,腎機能検査異常
腎臓障害	排尿障害,高度蛋白尿	排尿障害,蛋白尿
腐った	壊死	壊死
腐ってる	壊死	壊死
腐って機能していない	壊死	壊死
腐って死ぬ	壊死	壊死
腐って組織が死ぬこと	壊死	壊死
腐っとる	壊死	壊死
腐る	壊死	壊死
腐れる	壊死	壊死
腐敗	壊死	壊死
腕と足に力が入らない	四肢脱力感	四肢脱力感
腕足に力が入らない	四肢脱力感	四肢脱力感
腕足のむくみ	四肢浮腫	四肢浮腫
腫れ	むくみ,腫大,腫瘤病変,頚部腫脹,丘疹,軽度腫大,左頚部リンパ節腫脹,腫瘤,膨満,浮腫,発赤	浮腫,リンパ節腫大,腫瘤,頚部腫脹,丘疹,頚部リンパ節腫脹,腹部膨満,発赤
腫れあがる	腫大	リンパ節腫大
腫れがおおきい	腫大	リンパ節腫大
腫れが大きい	腫瘤病変,巨大腫瘤	腫瘤
腫れが大きくなっている	浮腫状変化	浮腫
腫れが酷い	圧痕性浮腫	浮腫
腫れた	腫大,浮腫	リンパ節腫大,浮腫
腫れている	圧痕性浮腫	浮腫
腫れているが指で押してももとに戻らない	むくみ	浮腫
腫れてくる	浮腫性変化	浮腫
腫れてる	腫瘤	腫瘤
腫れて大きくなった肝臓	肝腫大	肝腫大
腫れに変わる	浮腫状変化	浮腫
腫れの軽い状態	軽度腫大	リンパ節腫大
腫れる	リンパ節腫大,リンパ節腫脹,浮腫	リンパ節腫大,浮腫
腫れ物	充実性腫瘤,腫瘤,嚢胞性腫瘤,腫瘍性病変,髄外腫瘤,腫大,多発リンパ節腫大,腫瘤病変,丘疹,浮腫,脾腫	腫瘤,-1,リンパ節腫大,丘疹,浮腫,脾腫
腫れ物が出来る	浮腫状変化	浮腫
腫れ物が大きくなる	軽度腫大	リンパ節腫大
腫れ物が現れること	浮腫性変化	浮腫
腫れ物の1つ	嚢胞性腫瘤	腫瘤
腫物	腫瘤,腫大	腫瘤,リンパ節腫大
腫物が大きい	腫大	リンパ節腫大
腫瘍	腫大,浮腫,リンパ節腫脹,髄外腫瘤,腫瘤,脾腫,腹腔内腫瘤,ｍａｓｓ,肺門リンパ節腫大,全身リンパ節腫大,全身性リンパ節腫脹,腫瘍性病変,頚部腫瘤	リンパ節腫大,浮腫,腫瘤,脾腫,腹腔内腫瘤,肺門リンパ節腫脹,リンパ節症,-1,頚部腫瘤
腫瘍ができること	腹部腫瘤	腹部腫瘤
腫瘍が何度もできる	多発腫瘤	腫瘤
腫瘍が多発する	多発腫瘤	腫瘤
腫瘍が悪性化	腫瘤病変	腫瘤
腫瘍が湧き出る	浮腫	浮腫
腫瘍の固まり	皮下腫瘤	皮下腫瘤
腫瘍の影	腫瘤像	腫瘤
腫瘍の映像	腫瘤像	腫瘤
腫瘍や瘤がたくさんできること	多発腫瘤	腫瘤
腫瘍マーカー	ＣＥＡ高値	ＣＥＡ高値
腫瘍マーカー上昇	ＣＥＡ高値	ＣＥＡ高値
腫瘍肥大	腫大	リンパ節腫大
腫瘤	ｍａｓｓ,腫瘍性病変,腫瘤形成	腫瘤,-1
腫瘤ができる	腫瘤形成	腫瘤
腫瘤が何個もできること	多発性腫瘤	腫瘤
腫瘤が複数の臓器でみられること	多発腫瘤	腫瘤
腫瘤が複数箇所に発症	多発性腫瘤	腫瘤
腫瘤と腫瘍の総称	腫瘤病変	腫瘤
腫瘤のこと	ｍａｓｓ	腫瘤
腫瘤の形	腫瘤像	腫瘤
腫瘤の状態が変わる	腫瘤病変	腫瘤
腫瘤映像	腫瘤像	腫瘤
腫瘤生病変	腫瘍性病変	-1
腫脹	腫大	リンパ節腫大
腰から下が痛い	下肢疼痛	疼痛
腰が重い	倦怠感	倦怠感
腰下肢痛	下肢疼痛	疼痛
腸がむくむ	腸管浮腫	浮腫
腸が浮腫む	腸管浮腫	浮腫
腸が腫れている状態	腸管浮腫	浮腫
腸管がむくむ	腸管浮腫	浮腫
腸管のむくみ	腸管浮腫	浮腫
腸管むくみ	腸管浮腫	浮腫
腸管壊死などの重篤な腹腔内疾患により出現する比較的まれな病態	門脈ガス血症	門脈ガス血症
腸重積	腸管浮腫,腹部腫瘤	浮腫,腹部腫瘤
腹いた	腹痛,腹部痛,腹痛発作,左上腹部痛,側腹部痛	腹痛症,腹壁痛,仙痛,腹痛症,上腹部痛,側腹部痛
腹いっぱい	腹満感	腹部膨満
腹がいたい	腹痛	腹痛症,腹壁痛,仙痛
腹がおかしい	腸管浮腫,腹部不快感,腹部違和感	浮腫,腹部不快感
腹がつっぱる	腹水貯留,腹満,腹部不快感	腹水症,腹部膨満,腹部不快感
腹がふくれた	腹部膨満	腹部膨満
腹がふくれて苦しい	腹部膨満感	腹部膨満
腹がふくれる感じ	腹部膨満感	腹部膨満
腹がふとる	腹満	腹部膨満
腹がもたれる	上腹部不快感	腹部不快感
腹が出る	腹部膨満	腹部膨満
腹が刺す	腹痛	腹痛症,腹壁痛,仙痛
腹が変な感じ	腹部違和感	腹部不快感
腹が張ってえらい	膨満,腹満感	腹部膨満
腹が張っとる気がする	腹満感	腹部膨満
腹が張る	腹部膨満,腹部膨満感,腹満	腹部膨満
腹が張る　	腹部膨満感	腹部膨満
腹が張る感じ	腹満感	腹部膨満
腹が痛い	急性腹症,腹痛,上腹部痛,下腹部痛,左側腹部痛	急性腹症,腹痛症,腹壁痛,仙痛,上腹部痛,下腹痛,側腹部痛
腹が腫れている	大量腹水	腹水症
腹が膨らむ	腹部膨満	腹部膨満
腹が膨らんだかんじ	腹部膨満	腹部膨満
腹が膨れた	腹部膨満	腹部膨満
腹が膨れた感じ	腹部膨満感	腹部膨満
腹が膨れている	腹満感	腹部膨満
腹が膨れる	腹部膨満,腹部膨隆,腹満	腹部膨満
腹が膨れる感じ	腹部膨満感	腹部膨満
腹が膨満する感じ	膨満	腹部膨満
腹が重苦しい	腹部膨満	腹部膨満
腹にこぶができる	腹部腫瘤	腹部腫瘤
腹にたくさん水たまる	大量腹水	腹水症
腹にみずがたまる	腹水	腹水症
腹にコブ	腹部腫瘤	腹部腫瘤
腹に不快な感じがすること	腹部不快感	腹部不快感
腹に何かある	腹部腫瘤	腹部腫瘤
腹に水がたまった	腹水	腹水症
腹に水がたまる	腹水,腹水貯留	腹水症
腹に水が溜まっとる	大量腹水	腹水症
腹に水が溜まる	腹水貯留	腹水症
腹に水が貯まる	腹水貯留	腹水症
腹に水貯まる	腹水	腹水症
腹に血が溜まる	血性腹水	血性腹水
腹に血の混じった水が溜まっとる	血性腹水	血性腹水
腹に血混じった水貯まる	血性腹水	血性腹水
腹に違和感がある	血性腹水	血性腹水
腹のしこり	腹部腫瘤	腹部腫瘤
腹のできもの	腹腔内腫瘤	腹腔内腫瘤
腹のもたれ	胃部不快感	腹部不快感
腹のリンパが大きくなる	腹部リンパ節腫大,腹腔内リンパ節腫大	リンパ節腫大
腹のリンパが腫れとる	腹腔内リンパ節腫脹	リンパ節腫大
腹のリンパが腫れる	腹腔内リンパ節腫大	リンパ節腫大
腹のリンパの腫れ	腹部リンパ節腫大	リンパ節腫大
腹の上の方が痛い	上腹部痛	上腹部痛
腹の上の方が腫れている	肝腫大	肝腫大
腹の上の方不快に感じる	上腹部不快感	腹部不快感
腹の下が痛い	下腹部痛	下腹痛
腹の下の方痛い	下腹部痛	下腹痛
腹の中が腫れているような気がする	腹腔内リンパ節腫大,腹腔内リンパ節腫脹	リンパ節腫大
腹の中に大きなできものが	腹部腫瘤	腹部腫瘤
腹の中のできもの	腹腔内腫瘤	腹腔内腫瘤
腹の中のリンパ大きくなる	腹腔内リンパ節腫大	リンパ節腫大
腹の中のリンパ腫れる	腹腔内リンパ節腫脹	リンパ節腫大
腹の右下痛い	右下腹部痛	下腹痛,腸仙痛
腹の右側痛い	右側腹部痛	側腹部痛
腹の左上が痛い	左上腹部痛	上腹部痛
腹の左上の痛み	左上腹部痛	上腹部痛
腹の異常	腹部腫瘤	腹部腫瘤
腹の突起物	腹部膨隆	腹部膨満
腹の腫瘍	腹部腫瘤	腹部腫瘤
腹の膨らみ	腹部膨隆	腹部膨満
腹の調子がおかしい	胃部不快感	腹部不快感
腹の違和感	腹部違和感	腹部不快感
腹や胃のはりもたれ	腹部違和感	腹部不快感
腹を触られると力が入る	筋性防御	筋性防御
腹一杯	膨満,腹部膨満	腹部膨満
腹側面の痛み	側腹部痛	側腹部痛
腹内のリンパ節がはれた	腹腔内リンパ節腫脹	リンパ節腫大
腹水	血性腹水,腹部膨隆,腹水貯留,腹部膨満,胸腹水	血性腹水,腹部膨満,腹水症
腹水がたくさん溜まっている	大量腹水	腹水症
腹水がたまる	大量腹水,腹水貯留	腹水症
腹水が溜まりやすい	難治性腹水	難治性腹水
腹水が溜まる	血性腹水,腹水貯留	血性腹水,腹水症
腹水が血液であること	血性腹水	血性腹水
腹水が貯まる	腹水貯留	腹水症
腹水に血液が混ざっている	血性腹水	血性腹水
腹水多量	大量腹水	腹水症
腹水貯留	腹水貯留	腹水症
腹痛	下腹部痛,上腹部痛,左側腹部痛,腹部痛,左下腹部痛,右側腹部痛,右下腹部痛,左季肋部痛,右上腹部痛,腹部不快感,腹痛発作,腹部違和感,左上腹部痛,側腹部痛,上腹部不快感,心窩部痛,急性腹症,腹痛,筋性防御,右季肋部痛	下腹痛,上腹部痛,側腹部痛,腹痛症,下腹痛,臍下部痛,下腹痛,腸仙痛,季肋部痛,腹部不快感,心窩部痛,急性腹症,腹痛症,腹壁痛,仙痛,筋性防御
腹痛い	腹痛	腹痛症,腹壁痛,仙痛
腹痛と発作	腹痛発作	腹痛症
腹痛症状	腹痛発作	腹痛症
腹痛（はらいた）	腹痛	腹痛症,腹壁痛,仙痛
腹腔の内側に腫瘍の塊がある病気	腹腔内腫瘤	腹腔内腫瘤
腹腔ガン	腹腔内腫瘤	腹腔内腫瘤
腹腔内リンパ節腫脹	腹腔内リンパ節腫大	リンパ節腫大
腹膜に水が溜まる	腹水貯留	腹水症
腹膜刺激症状	筋性防御	筋性防御
腹膜炎	難治性腹水	難治性腹水
腹違	腹痛	腹痛症,腹壁痛,仙痛
腹部が重い	腹部不快感	腹部不快感
腹部しこり	腹腔内腫瘤	腹腔内腫瘤
腹部にできた腫瘤	腹部腫瘤	腹部腫瘤
腹部にコブが出来ること	腹部腫瘤	腹部腫瘤
腹部に水がたまる	大量腹水	腹水症
腹部に水が溜まる	腹水	腹水症
腹部に溜まった水	腹水	腹水症
腹部に血まじりの水が貯まること##	血性腹水	血性腹水
腹部に違和感	腹部不快感	腹部不快感
腹部に陰がある	胸部異常陰影	胸部異常陰影
腹部のしこり	腹部腫瘤	腹部腫瘤
腹部のリンパにしこりができる	腹腔内リンパ節腫脹	リンパ節腫大
腹部のリンパ線が腫れること	腹腔内リンパ節腫脹	リンパ節腫大
腹部の上の方の痛み	上腹部痛	上腹部痛
腹部の上部の不快感	上腹部不快感	腹部不快感
腹部の下の方の痛み	下腹部痛	下腹痛
腹部の右上が痛むこと	右上腹部痛	上腹部痛
腹部の吐き気や痛み	腹部不快感	腹部不快感
腹部の痛み	腹痛	腹痛症,腹壁痛,仙痛
腹部の腫れ	腹部膨満感	腹部膨満
腹部の腫れ物	腹腔内リンパ節腫脹,腹部腫瘤,腹腔内リンパ節腫大	リンパ節腫大,腹部腫瘤
腹部の腫瘍	腹腔内腫瘤	腹腔内腫瘤
腹部はり	腹満	腹部膨満
腹部リンパ節腫れ	腹部リンパ節腫大	リンパ節腫大
腹部リンパ腫	腹部リンパ節腫大	リンパ節腫大
腹部上部の痛み	上腹部痛	上腹部痛
腹部不快感	腹部違和感	腹部不快感
腹部不振	膨満	腹部膨満
腹部体液	腹水	腹水症
腹部全体あるいは局所的にガスや腹水などで腹部が膨隆した状態	腹部膨隆	腹部膨満
腹部右側の痛み	右上腹部痛	上腹部痛
腹部張り	腹部膨満	腹部膨満
腹部疼痛	腹痛	腹痛症,腹壁痛,仙痛
腹部痛	腹痛発作,腹部痛	腹痛症
腹部腫瘍	腹腔内腫瘤	腹腔内腫瘤
腹部腫瘤	腹腔内腫瘤	腹腔内腫瘤
腹部膨張	腹部膨隆	腹部膨満
腹部膨張感	腹部膨満感	腹部膨満
腹部膨満	腹部膨隆,腹部膨満,腹腔内腫瘤,腹部腫瘤,腹満	腹部膨満,腹腔内腫瘤,腹部腫瘤
腹部膨満感	腹満感,腹満,腹部不快感,膨満	腹部膨満,腹部不快感
腹部触診時に腹筋の緊張によって抵抗が発生する	筋性防御	筋性防御
腿がむくむ	両側下腿浮腫	下腿浮腫
膀胱に尿が送られず	無尿	無尿
膀胱のあたりが腫れている	傍大動脈リンパ節腫大	リンパ節腫大
膀胱炎	排尿時痛,排尿障害,尿閉,膵腫大,無尿状態,頻尿,血尿	排尿痛,排尿障害,尿閉,膵腫大,無尿,多尿,頻尿症,血尿
膀胱硬化	夜間頻尿	夜間頻尿症
膝から下がむくんでいる	両側下腿浮腫	下腿浮腫
膝から下のむくみ	下腿浮腫	下腿浮腫
膠原病	全身性炎症反応症候群,低補体血症	全身性炎症反応症候群,低補体血症
膨らみ	膨満	腹部膨満
膨らむ	膨満	腹部膨満
膨れあがり	脾腫	脾腫
膨れる	膨満	腹部膨満
膨れる感じ	膨満	腹部膨満
膨張	膨満	腹部膨満
膨満	腹満,腹満感	腹部膨満
膨満感	腹部違和感,腹満,腹満感,腹部不快感,腹部膨隆,上腹部不快感,膨満,胃部不快感	腹部不快感,腹部膨満
膵仮性嚢胞	膵性胸水	胸水検査異常
膵炎	膵腫大,高アミラーゼ血症	膵腫大,高アミラーゼ血症
膵炎に胸水が合併	膵性胸水	胸水検査異常
膵腫大	膵腫大	膵腫大
膵腫瘍	膵腫大	膵腫大
膵臓から何らかの原因で肺に水がたまること	膵性胸水	胸水検査異常
膵臓が大きくなる	膵腫大	膵腫大
膵臓が弱って胸に水がたまっている	膵性胸水	胸水検査異常
膵臓が拡大	膵腫大	膵腫大
膵臓が腫れている	膵腫大	膵腫大
膵臓が腫れてる	膵腫大	膵腫大
膵臓が腫れて壁の厚みが厚くなっている状態	膵腫大	膵腫大
膵臓が腫れて大きくなっている	膵腫大	膵腫大
膵臓が腫れて大きくなってる	膵腫大	膵腫大
膵臓が腫れる	膵腫大	膵腫大
膵臓にある大きい主要	膵腫大	膵腫大
膵臓に水が溜まる	膵性胸水	胸水検査異常
膵臓のできもの	膵腫大	膵腫大
膵臓のはれ	膵腫大	膵腫大
膵臓の病気のせいで胸に水がたまる	膵性胸水	胸水検査異常
膵臓の腫れ	膵腫大	膵腫大
膵臓炎	左側腹部痛	側腹部痛
膵臓肥大	膵腫大	膵腫大
膵臓腫瘍肥大	膵腫大	膵腫大
膿	浮腫性変化,皮下腫瘤,肝腫大	浮腫,皮下腫瘤,肝腫大
膿のこぶ	腫瘤	腫瘤
膿の混じった痰	膿性痰	膿性痰
膿を伴う痰	膿性痰	膿性痰
膿を含んだ痰	膿性痰	膿性痰
膿を含んだ痰が出る	膿性痰	膿性痰
膿性の痰	膿性痰	膿性痰
膿疱	嚢胞性腫瘤	腫瘤
臓が膨れて厚みがある	膵腫大	膵腫大
臓器が動かなくなる	多臓器不全	多臓器不全
臓器が大きくなること	腫大	リンパ節腫大
臓器が正常に働いていない	多臓器不全	多臓器不全
臓器が腫れる	腫大	リンパ節腫大
臓器など体のぶぶんが死ぬ	壊死	壊死
臓器の腫れ	腫大	リンパ節腫大
自分がいる場所がわからない	見当識障害	見当識障害
自分がわからない	見当識障害	見当識障害
自分で息できない	労作時呼吸困難	労作時呼吸困難
自分で食事を摂ることは難しい状態。	経口摂取困難	経口摂取困難
自分の名前が書けない	記銘力障害	記銘力低下,記憶障害
自分の意思と関係なしに勝手に身体が動く	不随意運動	不随意運動症
自分の意思に関係なくしびれること	けいれん	痙攣
自分の言いたいことを表現できない	運動性失語	運動性失語症
自制できず力が入りすぎること	こわばり	こわばり
自力で歩けない	歩行障害	歩行障害
自己炎症性疾患	周期性発熱	発熱
自律神経失調症	異常行動,味覚障害	異常行動,味覚障害
自律神経老化	頻尿	多尿,頻尿症
自発呼吸不全	呼吸筋麻痺	呼吸麻痺
自発呼吸困難	拘束性換気障害	拘束性換気障害
自発的に生じる異常な感覚	痺れ	しびれ感
舌がうまく回らない	呂律不良	不明瞭言語
舌がまわらない	呂律不良	不明瞭言語
舌がもつれる	呂律不良	不明瞭言語
舌が回らない	呂律困難,呂律不良,呂律障害	構音障害,不明瞭言語
舌が回らない障害	呂律障害	構音障害
舌が馬鹿	味覚障害	味覚障害
舌老化	味覚異常,味覚障害	味覚異常,味覚障害
舌運動障害	呂律不良	不明瞭言語
舌音痴	味覚障害	味覚障害
良く分からない時が	意識障害	意識障害
良性腫	低エコー腫瘤	腫瘤
色々な臓器が動かなくなる	多臓器不全	多臓器不全
色の濃いおしっこ	褐色尿	ビリルビン尿
色の濃い尿	褐色尿	ビリルビン尿
色素変色	黄疸	黄疸
若干発熱	微熱	微熱
苦しい	呼吸苦,肺出血,低酸素血症,労作時呼吸困難,肺浸潤影,呼吸困難感,胸痛発作,嚥下障害,胸苦,呼吸困難,胸部絞扼感,心雑音,痛み,胸痛,しびれ	呼吸促迫,呼吸困難,肺出血,低酸素血症,労作時呼吸困難,肺部異常陰影,呼吸麻痺,胸痛,嚥下障害,胸部不快感,呼吸困難,心雑音,疼痛,しびれ感
苦痛	痛み,激痛	疼痛
茶色い尿	褐色尿	ビリルビン尿
茶色のおしっこ	褐色尿	ビリルビン尿
茶色の尿	褐色尿	ビリルビン尿
荒い呼吸	頻呼吸	頻呼吸
萎縮	固縮	こわばり
落ちる	落屑	鱗屑
蓄膿症	膿性痰	膿性痰
蕁麻疹	全身性炎症反応症候群,発疹,びまん性粒状影	全身性炎症反応症候群,発疹,胸部異常陰影
薄い影	スリガラス様陰影	胸部異常陰影
虚弱	摂食不良	摂食機能障害
虚無	虚脱	虚脱
虚脱感	脱力感,四肢脱力感,四肢脱力,四肢筋力低下	脱力感,四肢脱力感,四肢脱力,四肢筋力低下
虫垂炎	右下腹部痛	下腹痛,腸仙痛
蛋白	蛋白尿	蛋白尿
蛋白が出る	蛋白尿	蛋白尿
蛋白が降りている	高度蛋白尿,尿蛋白	蛋白尿
蛋白の混じった尿	蛋白尿	蛋白尿
蛋白量過多尿	高度蛋白尿	蛋白尿
蝶形紅斑	発赤	発赤
血がいっぱい出た	大量出血	多量出血
血がいっぱい出る	大量出血	多量出血
血がいっぱい流れて命が危ない	出血性ショック	出血性ショック
血がでた	出血,出血性ショック	出血,出血性ショック
血がでる	出血	出血
血がどろどろ	高ＣＫ血症,高LDH血症	高クレアチンキナーゼ血症,
血がまじる	潜血	顕微鏡的血尿
血がまた出る	再出血	出血
血がドロドロ	高ＡＬＰ血症	高アルカリホスファターゼ血症
血が上手く回らん	循環不全	急性循環不全,末梢循環不全
血が入ったタン	血痰	血痰
血が再び出る	再出血	出血
血が出た	出血,潜血	出血,顕微鏡的血尿
血が出てもうた	再出血	出血
血が出てる	出血	出血
血が出てショック状態	出血性ショック	出血性ショック
血が出て倒れる	出血性ショック	出血性ショック
血が出る	出血,点状出血	出血,点状出血
血が出ること	出血	出血
血が出続けている	活動性出血	出血
血が出過ぎて痙攣	出血性ショック	出血性ショック
血が回らない	循環不全	急性循環不全,末梢循環不全
血が大量に出る	大量出血	多量出血
血が循環できない	循環不全	急性循環不全,末梢循環不全
血が止まったのにまた出た	再出血	出血
血が止まったのに再び出血すること	再出血	出血
血が止まらない	出血	出血
血が沢山出る	大量出血	多量出血
血が流れる	出血	出血
血が混ざった痰	血痰	血痰
血が混ざっている	潜血	顕微鏡的血尿
血が混じった水がお腹にたまる	血性腹水	血性腹水
血が混じった痰	血痰	血痰
血が混じっている	潜血	顕微鏡的血尿
血が混じっている痰	血痰	血痰
血が混じってる痰	血痰	血痰
